X , H2, CH4, CO, CO2 
1.848000001,4884.01289849,8820.94034665,10733.4711683,12782.7516737
1.860000001,4880.58972115,8804.00220665,10709.2934653,12750.7279113
1.872000001,4876.88646701,8786.26902403,10684.0648567,12717.3788563
1.884000001,4872.90313619,8767.74080958,10657.7853598,12682.704554
1.896000001,4868.63972881,8748.41757458,10630.4549931,12646.7050518
1.908000001,4864.09624499,8728.29933079,10602.0737755,12609.3803985
1.920000001,4859.27268488,8707.38609048,10572.6417268,12570.7306449
1.932000001,4854.16904861,8685.67786637,10542.1588674,12530.7558437
1.944000001,4848.78533635,8663.17467167,10510.6252186,12489.4560491
1.956000001,4843.12154825,8639.87652011,10478.0408023,12446.8313175
1.968000001,4837.17768449,8615.78342585,10444.4056412,12402.8817067
1.980000001,4830.95374524,8590.89540356,10409.7197587,12357.6072766
1.992000001,4824.44973069,8565.21246842,10373.9831789,12311.0080888
2.004000001,4817.66564105,8538.73463604,10337.1959267,12263.0842067
2.016000001,4810.60147651,8511.46192257,10299.3580277,12213.8356955
2.028000001,4803.25723729,8483.39434459,10260.4695082,12163.2626222
2.040000001,4795.63292361,8454.5319192,10220.5303952,12111.3650555
2.052000001,4787.7285357,8424.87466398,10179.5407166,12058.1430662
2.064000001,4779.54407379,8394.42259699,10137.5005009,12003.5967266
2.076000001,4771.07953815,8363.17573676,10094.4097773,11947.726111
2.088000001,4762.33492901,8331.13410233,10050.2685758,11890.5312953
2.100000001,4753.31024666,8298.2977132,10005.0769272,11832.0123573
2.112000001,4744.00549135,8264.66658937,9958.83486275,11772.1693768
2.124000001,4734.42066337,8230.24075131,9911.54241479,11711.002435
2.136000001,4724.55576301,8195.02022,9863.19961617,11648.5116153
2.148000001,4714.41079057,8159.00501687,9813.80650053,11584.6970027
2.160000001,4703.98574635,8122.19516385,9763.36310224,11519.5586839
2.172000001,4693.28063067,8084.59068336,9711.8694564,11453.0967476
2.184000001,4682.29544385,8046.1915983,9659.32559883,11385.3112842
2.196000001,4671.03018623,8006.99793204,9605.73156609,11316.202386
2.208000001,4659.48485814,7967.00970845,9551.08739548,11245.7701469
2.220000001,4647.65945993,7926.22695189,9495.39312501,11174.0146629
2.232000001,4635.55399197,7884.64968718,9438.64879344,11100.9360315
2.244000001,4623.1684546,7842.27793964,9380.85444024,11026.5343521
2.256000001,4610.50284822,7799.11173507,9322.01010564,10950.809726
2.268000001,4597.5571732,7755.15109976,9262.11583057,10873.7622563
2.280000001,4584.33142993,7710.39606047,9201.17165671,10795.3920476
2.292000001,4570.82561882,7664.84664445,9139.17762646,10715.6992068
2.304000001,4557.03974027,7618.50287945,9076.13378296,10634.6838421
2.316000001,4542.97379469,7571.36479367,9012.04017006,10552.3460639
2.328000001,4528.62778252,7523.43241583,8946.89683238,10468.6859841
2.340000001,4514.00170418,7474.7057751,8880.70381523,10383.7037166
2.352000001,4499.09556012,7425.18490116,8813.46116466,10297.399377
2.364000001,4483.90935078,7374.86982416,8745.16892747,10209.7730826
2.376000001,4468.44307663,7323.76057474,8675.82715118,10120.8249529
2.388000001,4452.69673814,7271.85718401,8605.43588402,10030.5551086
2.400000001,4436.67033577,7219.15968359,8533.99517498,9938.9636728
