DOSe/cm2,H2,CH4,CO,CO2
8.16E+18,3.23E-04,4.82E-06,1.29E-04,8.86E-05
8.16E+18,3.21E-04,4.62E-06,1.28E-04,8.71E-05
8.16E+18,3.15E-04,4.52E-06,1.31E-04,8.96E-05
8.17E+18,3.22E-04,4.78E-06,1.33E-04,9.00E-05
8.17E+18,3.17E-04,5.34E-06,1.31E-04,8.63E-05
8.17E+18,3.16E-04,4.80E-06,1.29E-04,8.86E-05
8.17E+18,3.19E-04,4.62E-06,1.29E-04,8.62E-05
8.17E+18,3.16E-04,4.97E-06,1.28E-04,8.72E-05
8.17E+18,3.17E-04,4.25E-06,1.33E-04,8.51E-05
8.18E+18,3.21E-04,5.06E-06,1.28E-04,8.49E-05
8.18E+18,3.19E-04,4.52E-06,1.26E-04,8.53E-05
8.18E+18,3.17E-04,4.99E-06,1.28E-04,8.43E-05
8.18E+18,3.18E-04,4.98E-06,1.30E-04,8.54E-05
8.18E+18,3.15E-04,4.20E-06,1.28E-04,8.88E-05
8.19E+18,3.22E-04,4.72E-06,1.24E-04,8.50E-05
8.19E+18,3.17E-04,5.71E-06,1.28E-04,8.65E-05
8.19E+18,3.08E-04,5.23E-06,1.28E-04,9.08E-05
8.19E+18,3.17E-04,3.90E-06,1.26E-04,8.70E-05
8.19E+18,3.09E-04,4.32E-06,1.26E-04,8.67E-05
8.19E+18,3.17E-04,4.78E-06,1.28E-04,8.62E-05
8.20E+18,3.16E-04,4.99E-06,1.27E-04,8.47E-05
8.20E+18,3.13E-04,4.28E-06,1.24E-04,8.75E-05
8.20E+18,3.13E-04,4.47E-06,1.33E-04,8.75E-05
8.20E+18,3.09E-04,4.45E-06,1.25E-04,8.73E-05
8.20E+18,3.13E-04,4.36E-06,1.29E-04,8.22E-05
8.20E+18,3.08E-04,4.63E-06,1.21E-04,8.99E-05
8.21E+18,3.16E-04,4.67E-06,1.22E-04,8.83E-05
8.21E+18,3.16E-04,4.26E-06,1.26E-04,8.35E-05
8.21E+18,3.11E-04,4.17E-06,1.24E-04,8.55E-05
8.21E+18,3.18E-04,4.27E-06,1.24E-04,8.83E-05
8.21E+18,3.13E-04,4.85E-06,1.24E-04,8.76E-05
8.22E+18,3.15E-04,5.09E-06,1.24E-04,8.64E-05
8.22E+18,3.15E-04,4.85E-06,1.22E-04,8.64E-05
8.22E+18,3.14E-04,5.36E-06,1.27E-04,8.50E-05
8.22E+18,3.15E-04,5.01E-06,1.29E-04,8.79E-05
8.22E+18,3.21E-04,4.53E-06,1.25E-04,8.92E-05
8.22E+18,3.14E-04,4.33E-06,1.28E-04,8.53E-05
8.23E+18,3.13E-04,5.52E-06,1.26E-04,8.82E-05
8.23E+18,3.17E-04,4.86E-06,1.28E-04,8.83E-05
8.23E+18,3.05E-04,4.85E-06,1.30E-04,8.74E-05
8.23E+18,3.11E-04,4.96E-06,1.24E-04,8.83E-05
8.23E+18,3.13E-04,5.42E-06,1.19E-04,8.56E-05
8.24E+18,3.14E-04,5.20E-06,1.19E-04,8.48E-05
8.24E+18,3.13E-04,5.06E-06,1.30E-04,8.65E-05
8.24E+18,3.09E-04,4.30E-06,1.24E-04,8.28E-05
8.24E+18,3.13E-04,4.79E-06,1.24E-04,8.65E-05
8.24E+18,3.11E-04,5.10E-06,1.23E-04,8.24E-05
8.24E+18,3.09E-04,4.04E-06,1.27E-04,8.72E-05
8.25E+18,3.06E-04,4.52E-06,1.30E-04,8.85E-05
8.25E+18,3.15E-04,4.62E-06,1.27E-04,8.84E-05
8.25E+18,3.09E-04,4.95E-06,1.26E-04,8.84E-05
8.25E+18,3.08E-04,5.68E-06,1.30E-04,8.85E-05
8.25E+18,3.14E-04,4.44E-06,1.30E-04,8.53E-05
8.25E+18,3.14E-04,5.56E-06,1.27E-04,9.04E-05
8.26E+18,3.12E-04,5.39E-06,1.26E-04,8.86E-05
8.26E+18,3.15E-04,4.56E-06,1.29E-04,8.59E-05
8.26E+18,3.17E-04,4.90E-06,1.29E-04,8.86E-05
8.26E+18,3.11E-04,5.71E-06,1.29E-04,8.71E-05
8.26E+18,3.12E-04,4.49E-06,1.30E-04,8.80E-05
8.27E+18,3.16E-04,4.57E-06,1.28E-04,8.94E-05
8.27E+18,3.09E-04,4.51E-06,1.29E-04,8.51E-05
8.27E+18,3.09E-04,5.19E-06,1.27E-04,8.52E-05
8.27E+18,3.10E-04,4.99E-06,1.26E-04,8.87E-05
8.27E+18,3.07E-04,4.79E-06,1.25E-04,8.77E-05
8.27E+18,3.09E-04,4.40E-06,1.26E-04,8.62E-05
8.28E+18,3.04E-04,5.12E-06,1.24E-04,8.28E-05
8.28E+18,3.05E-04,4.54E-06,1.24E-04,8.64E-05
8.28E+18,3.12E-04,5.30E-06,1.29E-04,8.36E-05
8.28E+18,3.19E-04,4.52E-06,1.28E-04,8.97E-05
8.28E+18,3.16E-04,4.37E-06,1.28E-04,8.61E-05
8.28E+18,3.15E-04,4.40E-06,1.19E-04,8.29E-05
8.29E+18,3.12E-04,4.42E-06,1.22E-04,8.46E-05
8.29E+18,3.07E-04,4.60E-06,1.21E-04,8.70E-05
8.29E+18,3.07E-04,4.58E-06,1.20E-04,8.76E-05
8.29E+18,3.07E-04,4.57E-06,1.25E-04,8.66E-05
8.29E+18,3.10E-04,4.05E-06,1.28E-04,8.75E-05
8.30E+18,3.09E-04,4.73E-06,1.25E-04,8.44E-05
8.30E+18,3.07E-04,4.20E-06,1.23E-04,8.55E-05
8.30E+18,3.11E-04,4.84E-06,1.30E-04,8.51E-05
8.30E+18,3.06E-04,4.99E-06,1.26E-04,8.61E-05
8.30E+18,3.05E-04,3.99E-06,1.26E-04,8.53E-05
8.30E+18,3.04E-04,5.39E-06,1.22E-04,8.66E-05
8.31E+18,3.09E-04,5.38E-06,1.23E-04,8.53E-05
8.31E+18,3.05E-04,4.51E-06,1.21E-04,8.67E-05
8.31E+18,3.07E-04,4.20E-06,1.25E-04,8.53E-05
8.31E+18,3.00E-04,4.71E-06,1.28E-04,8.60E-05
8.31E+18,3.04E-04,3.95E-06,1.24E-04,8.54E-05
8.32E+18,3.09E-04,4.88E-06,1.24E-04,8.63E-05
8.32E+18,3.07E-04,5.65E-06,1.24E-04,8.27E-05
8.32E+18,3.09E-04,4.42E-06,1.28E-04,8.88E-05
8.32E+18,3.02E-04,4.55E-06,1.27E-04,8.45E-05
8.32E+18,3.01E-04,4.20E-06,1.22E-04,8.41E-05
8.32E+18,2.99E-04,3.88E-06,1.20E-04,8.34E-05
8.33E+18,3.09E-04,4.76E-06,1.25E-04,8.58E-05
8.33E+18,3.02E-04,4.54E-06,1.22E-04,8.15E-05
8.33E+18,3.05E-04,4.04E-06,1.23E-04,8.56E-05
8.33E+18,3.04E-04,4.89E-06,1.24E-04,8.74E-05
8.33E+18,3.06E-04,4.84E-06,1.26E-04,8.35E-05
8.33E+18,3.05E-04,5.08E-06,1.15E-04,8.40E-05
8.34E+18,2.98E-04,4.14E-06,1.25E-04,8.46E-05
8.34E+18,3.00E-04,4.28E-06,1.18E-04,8.29E-05
8.34E+18,3.04E-04,4.87E-06,1.21E-04,8.89E-05
8.34E+18,3.01E-04,4.27E-06,1.20E-04,8.31E-05
8.34E+18,3.04E-04,4.77E-06,1.22E-04,8.55E-05
8.35E+18,3.02E-04,5.12E-06,1.17E-04,8.70E-05
8.35E+18,3.01E-04,5.09E-06,1.20E-04,8.97E-05
8.35E+18,3.04E-04,4.37E-06,1.23E-04,8.68E-05
8.35E+18,3.00E-04,4.62E-06,1.25E-04,8.51E-05
8.35E+18,3.06E-04,5.17E-06,1.22E-04,8.78E-05
8.35E+18,3.10E-04,4.34E-06,1.28E-04,8.66E-05
8.36E+18,3.03E-04,4.58E-06,1.22E-04,8.18E-05
8.36E+18,3.03E-04,4.87E-06,1.20E-04,8.32E-05
8.36E+18,2.93E-04,4.50E-06,1.23E-04,8.72E-05
8.36E+18,3.01E-04,4.72E-06,1.28E-04,8.80E-05
8.36E+18,3.05E-04,4.08E-06,1.23E-04,8.27E-05
8.37E+18,3.05E-04,5.18E-06,1.18E-04,8.56E-05
8.37E+18,3.05E-04,5.02E-06,1.20E-04,8.34E-05
8.37E+18,3.04E-04,5.05E-06,1.20E-04,8.06E-05
8.37E+18,3.04E-04,4.65E-06,1.25E-04,8.60E-05
8.37E+18,3.02E-04,4.55E-06,1.22E-04,8.71E-05
8.37E+18,3.04E-04,4.69E-06,1.27E-04,8.82E-05
8.38E+18,2.99E-04,5.47E-06,1.24E-04,8.79E-05
8.38E+18,3.02E-04,4.75E-06,1.25E-04,8.63E-05
8.38E+18,3.03E-04,4.98E-06,1.21E-04,8.80E-05
8.38E+18,3.01E-04,3.89E-06,1.26E-04,8.72E-05
8.38E+18,3.03E-04,4.85E-06,1.29E-04,8.46E-05
8.38E+18,2.98E-04,4.42E-06,1.24E-04,8.58E-05
8.39E+18,3.04E-04,4.96E-06,1.24E-04,8.26E-05
8.39E+18,3.02E-04,5.14E-06,1.26E-04,8.52E-05
8.39E+18,3.08E-04,5.15E-06,1.22E-04,8.46E-05
8.39E+18,3.03E-04,4.52E-06,1.23E-04,8.76E-05
8.39E+18,2.97E-04,4.53E-06,1.27E-04,8.41E-05
8.40E+18,3.02E-04,5.09E-06,1.21E-04,8.27E-05
8.40E+18,3.06E-04,4.60E-06,1.22E-04,8.63E-05
8.40E+18,3.07E-04,3.86E-06,1.23E-04,8.61E-05
8.40E+18,3.03E-04,5.47E-06,1.20E-04,8.40E-05
8.40E+18,3.07E-04,5.01E-06,1.24E-04,8.85E-05
8.40E+18,2.95E-04,4.33E-06,1.25E-04,8.56E-05
8.41E+18,3.03E-04,5.05E-06,1.23E-04,8.61E-05
8.41E+18,3.01E-04,4.90E-06,1.23E-04,8.60E-05
8.41E+18,3.00E-04,4.80E-06,1.24E-04,8.52E-05
8.41E+18,3.02E-04,4.23E-06,1.24E-04,8.44E-05
8.41E+18,3.01E-04,4.96E-06,1.22E-04,8.32E-05
8.42E+18,3.00E-04,4.37E-06,1.18E-04,8.38E-05
8.42E+18,3.06E-04,4.20E-06,1.21E-04,8.74E-05
8.42E+18,3.01E-04,4.62E-06,1.24E-04,8.56E-05
8.42E+18,3.04E-04,4.08E-06,1.22E-04,8.65E-05
8.42E+18,2.97E-04,4.15E-06,1.21E-04,8.67E-05
8.42E+18,3.02E-04,4.35E-06,1.21E-04,8.29E-05
8.43E+18,3.01E-04,4.93E-06,1.20E-04,8.68E-05
8.43E+18,3.03E-04,4.22E-06,1.23E-04,8.37E-05
8.43E+18,3.04E-04,4.17E-06,1.24E-04,8.61E-05
8.43E+18,2.99E-04,4.20E-06,1.25E-04,8.68E-05
8.43E+18,2.95E-04,4.74E-06,1.21E-04,8.66E-05
8.44E+18,3.00E-04,4.89E-06,1.26E-04,8.80E-05
8.44E+18,3.04E-04,4.65E-06,1.20E-04,8.64E-05
8.44E+18,3.02E-04,4.52E-06,1.21E-04,8.79E-05
8.44E+18,2.99E-04,4.30E-06,1.24E-04,8.75E-05
8.44E+18,2.97E-04,4.60E-06,1.20E-04,8.52E-05
8.44E+18,2.98E-04,4.67E-06,1.24E-04,8.74E-05
8.45E+18,3.00E-04,4.22E-06,1.21E-04,8.63E-05
8.45E+18,2.96E-04,4.43E-06,1.23E-04,8.29E-05
8.45E+18,3.02E-04,4.81E-06,1.21E-04,8.61E-05
8.45E+18,3.04E-04,4.78E-06,1.25E-04,8.50E-05
8.45E+18,2.98E-04,5.25E-06,1.20E-04,9.16E-05
8.46E+18,2.98E-04,4.28E-06,1.17E-04,8.27E-05
8.46E+18,3.00E-04,2.95E-06,1.21E-04,8.54E-05
8.46E+18,2.99E-04,4.00E-06,1.23E-04,8.45E-05
8.46E+18,2.97E-04,4.97E-06,1.26E-04,8.88E-05
8.46E+18,2.92E-04,3.68E-06,1.24E-04,8.75E-05
8.46E+18,2.96E-04,4.86E-06,1.24E-04,8.35E-05
8.47E+18,3.02E-04,5.37E-06,1.22E-04,8.51E-05
8.47E+18,3.05E-04,4.25E-06,1.23E-04,8.65E-05
8.47E+18,2.96E-04,4.70E-06,1.22E-04,8.76E-05
8.47E+18,3.00E-04,4.46E-06,1.25E-04,8.55E-05
8.47E+18,2.99E-04,4.81E-06,1.19E-04,8.64E-05
8.47E+18,2.97E-04,4.41E-06,1.22E-04,8.43E-05
8.48E+18,3.02E-04,3.95E-06,1.21E-04,8.51E-05
8.48E+18,2.99E-04,4.57E-06,1.21E-04,8.58E-05
8.48E+18,2.99E-04,4.66E-06,1.20E-04,8.54E-05
8.48E+18,2.94E-04,3.98E-06,1.21E-04,8.62E-05
8.48E+18,2.98E-04,4.65E-06,1.20E-04,8.74E-05
8.49E+18,2.93E-04,4.78E-06,1.17E-04,8.37E-05
8.49E+18,2.91E-04,4.06E-06,1.21E-04,8.56E-05
8.49E+18,3.01E-04,4.85E-06,1.20E-04,8.48E-05
8.49E+18,2.89E-04,4.75E-06,1.25E-04,8.87E-05
8.49E+18,3.01E-04,4.30E-06,1.19E-04,8.53E-05
8.49E+18,2.99E-04,4.38E-06,1.26E-04,8.63E-05
8.50E+18,3.01E-04,4.40E-06,1.20E-04,8.52E-05
8.50E+18,3.03E-04,5.11E-06,1.24E-04,8.67E-05
8.50E+18,3.03E-04,4.73E-06,1.23E-04,8.43E-05
8.50E+18,3.01E-04,4.25E-06,1.29E-04,8.76E-05
8.50E+18,3.02E-04,4.34E-06,1.20E-04,8.26E-05
8.51E+18,2.95E-04,4.01E-06,1.22E-04,8.31E-05
8.51E+18,2.93E-04,4.08E-06,1.16E-04,8.39E-05
8.51E+18,2.95E-04,5.00E-06,1.29E-04,8.81E-05
8.51E+18,3.03E-04,4.73E-06,1.23E-04,8.10E-05
8.51E+18,2.95E-04,4.67E-06,1.20E-04,8.33E-05
8.51E+18,2.94E-04,4.11E-06,1.21E-04,8.64E-05
8.52E+18,2.95E-04,4.37E-06,1.15E-04,8.35E-05
8.52E+18,2.93E-04,3.02E-06,1.16E-04,8.30E-05
8.52E+18,2.89E-04,4.63E-06,1.20E-04,8.34E-05
8.52E+18,2.96E-04,4.47E-06,1.21E-04,8.45E-05
8.52E+18,2.98E-04,4.34E-06,1.21E-04,8.27E-05
8.53E+18,2.99E-04,4.81E-06,1.19E-04,8.38E-05
8.53E+18,2.98E-04,4.65E-06,1.22E-04,8.23E-05
8.53E+18,2.90E-04,5.03E-06,1.24E-04,8.44E-05
8.53E+18,3.01E-04,4.77E-06,1.21E-04,8.65E-05
8.53E+18,2.94E-04,4.70E-06,1.20E-04,8.54E-05
8.53E+18,2.95E-04,4.25E-06,1.18E-04,8.38E-05
8.54E+18,2.94E-04,5.00E-06,1.19E-04,8.68E-05
8.54E+18,2.86E-04,3.43E-06,1.21E-04,8.61E-05
8.54E+18,2.99E-04,4.66E-06,1.22E-04,8.88E-05
8.54E+18,2.97E-04,3.82E-06,1.18E-04,8.31E-05
8.54E+18,2.94E-04,4.10E-06,1.21E-04,8.51E-05
8.55E+18,2.87E-04,4.54E-06,1.20E-04,8.07E-05
8.55E+18,2.89E-04,4.49E-06,1.20E-04,8.25E-05
8.55E+18,2.85E-04,3.98E-06,1.16E-04,8.25E-05
8.55E+18,2.90E-04,4.30E-06,1.16E-04,8.11E-05
8.55E+18,2.90E-04,3.22E-06,1.17E-04,8.41E-05
8.55E+18,2.87E-04,3.37E-06,1.17E-04,8.19E-05
8.56E+18,2.88E-04,3.73E-06,1.16E-04,8.46E-05
8.56E+18,2.90E-04,4.83E-06,1.17E-04,8.50E-05
8.56E+18,2.87E-04,4.68E-06,1.15E-04,8.39E-05
8.56E+18,2.91E-04,4.44E-06,1.13E-04,8.32E-05
8.56E+18,2.91E-04,4.35E-06,1.16E-04,8.25E-05
8.56E+18,2.84E-04,4.28E-06,1.14E-04,8.59E-05
8.57E+18,2.86E-04,4.77E-06,1.20E-04,8.40E-05
8.57E+18,2.84E-04,4.28E-06,1.23E-04,8.28E-05
8.57E+18,2.84E-04,4.82E-06,1.15E-04,8.35E-05
8.57E+18,2.90E-04,4.62E-06,1.18E-04,8.06E-05
8.57E+18,2.86E-04,4.33E-06,1.22E-04,8.39E-05
8.58E+18,2.92E-04,4.89E-06,1.25E-04,8.31E-05
8.58E+18,2.91E-04,4.43E-06,1.20E-04,8.25E-05
8.58E+18,2.95E-04,4.21E-06,1.19E-04,8.07E-05
8.58E+18,2.88E-04,4.31E-06,1.19E-04,8.42E-05
8.58E+18,2.90E-04,3.77E-06,1.16E-04,8.23E-05
8.58E+18,2.87E-04,4.72E-06,1.16E-04,8.29E-05
8.59E+18,2.85E-04,5.16E-06,1.20E-04,8.59E-05
8.59E+18,2.88E-04,4.20E-06,1.19E-04,8.47E-05
8.59E+18,2.91E-04,4.88E-06,1.23E-04,8.45E-05
8.59E+18,2.85E-04,4.69E-06,1.20E-04,8.43E-05
8.59E+18,2.89E-04,4.15E-06,1.16E-04,8.42E-05
8.59E+18,2.84E-04,4.62E-06,1.14E-04,8.42E-05
8.60E+18,2.86E-04,4.37E-06,1.19E-04,7.91E-05
8.60E+18,2.90E-04,3.98E-06,1.16E-04,8.30E-05
8.60E+18,2.85E-04,4.10E-06,1.20E-04,8.34E-05
8.60E+18,2.91E-04,4.15E-06,1.18E-04,8.67E-05
8.60E+18,2.89E-04,5.48E-06,1.16E-04,8.28E-05
8.61E+18,2.89E-04,3.68E-06,1.21E-04,8.20E-05
8.61E+18,2.92E-04,4.53E-06,1.21E-04,8.16E-05
8.61E+18,2.85E-04,4.59E-06,1.17E-04,8.45E-05
8.61E+18,2.84E-04,3.75E-06,1.20E-04,8.22E-05
8.61E+18,2.87E-04,4.54E-06,1.18E-04,8.23E-05
8.61E+18,2.82E-04,4.56E-06,1.16E-04,8.45E-05
8.62E+18,2.80E-04,4.76E-06,1.20E-04,8.02E-05
8.62E+18,2.85E-04,4.84E-06,1.14E-04,8.24E-05
8.62E+18,2.86E-04,4.50E-06,1.22E-04,7.80E-05
8.62E+18,2.93E-04,4.93E-06,1.14E-04,8.32E-05
8.62E+18,2.87E-04,5.10E-06,1.18E-04,8.35E-05
8.62E+18,2.90E-04,4.31E-06,1.16E-04,8.33E-05
8.63E+18,2.76E-04,3.86E-06,1.23E-04,8.16E-05
8.63E+18,2.82E-04,4.82E-06,1.14E-04,8.39E-05
8.63E+18,2.83E-04,4.39E-06,1.12E-04,8.26E-05
8.63E+18,2.86E-04,3.64E-06,1.18E-04,8.15E-05
8.63E+18,2.74E-04,4.14E-06,1.16E-04,8.09E-05
8.64E+18,2.81E-04,4.23E-06,1.18E-04,8.08E-05
8.64E+18,2.85E-04,4.42E-06,1.14E-04,8.14E-05
8.64E+18,2.80E-04,3.64E-06,1.12E-04,8.12E-05
8.64E+18,2.90E-04,4.39E-06,1.16E-04,8.38E-05
8.64E+18,2.83E-04,4.68E-06,1.14E-04,8.29E-05
8.64E+18,2.85E-04,4.08E-06,1.22E-04,8.35E-05
8.65E+18,2.85E-04,4.36E-06,1.14E-04,8.29E-05
8.65E+18,2.85E-04,4.46E-06,1.19E-04,8.07E-05
8.65E+18,2.84E-04,3.58E-06,1.17E-04,8.16E-05
8.65E+18,2.83E-04,3.99E-06,1.19E-04,7.69E-05
8.65E+18,2.85E-04,4.30E-06,1.17E-04,8.23E-05
8.66E+18,2.81E-04,4.15E-06,1.19E-04,8.34E-05
8.66E+18,2.83E-04,4.73E-06,1.17E-04,8.44E-05
8.66E+18,2.83E-04,4.38E-06,1.15E-04,8.09E-05
8.66E+18,2.83E-04,4.21E-06,1.15E-04,8.29E-05
8.66E+18,2.83E-04,4.26E-06,1.15E-04,8.41E-05
8.66E+18,2.87E-04,4.48E-06,1.18E-04,8.47E-05
8.67E+18,2.83E-04,4.37E-06,1.26E-04,8.33E-05
8.67E+18,2.80E-04,4.23E-06,1.23E-04,8.45E-05
8.67E+18,2.82E-04,4.16E-06,1.14E-04,8.08E-05
8.67E+18,2.86E-04,4.65E-06,1.20E-04,8.18E-05
8.67E+18,2.85E-04,4.26E-06,1.11E-04,8.25E-05
8.67E+18,2.84E-04,3.99E-06,1.17E-04,8.60E-05
8.68E+18,2.77E-04,4.73E-06,1.13E-04,7.95E-05
8.68E+18,2.91E-04,4.61E-06,1.21E-04,8.40E-05
8.68E+18,2.84E-04,4.42E-06,1.22E-04,8.23E-05
8.68E+18,2.92E-04,3.46E-06,1.21E-04,8.27E-05
8.68E+18,2.83E-04,3.97E-06,1.14E-04,8.25E-05
8.69E+18,2.85E-04,4.48E-06,1.18E-04,8.51E-05
8.69E+18,2.89E-04,4.35E-06,1.16E-04,8.14E-05
8.69E+18,2.87E-04,4.14E-06,1.18E-04,8.29E-05
8.69E+18,2.79E-04,3.16E-06,1.13E-04,8.32E-05
8.69E+18,2.78E-04,4.42E-06,1.13E-04,8.22E-05
8.69E+18,2.80E-04,4.79E-06,1.20E-04,8.77E-05
8.70E+18,2.82E-04,3.86E-06,1.10E-04,8.39E-05
8.70E+18,2.76E-04,4.17E-06,1.14E-04,8.30E-05
8.70E+18,2.84E-04,3.77E-06,1.19E-04,8.07E-05
8.70E+18,2.80E-04,4.29E-06,1.17E-04,8.14E-05
8.70E+18,2.75E-04,4.45E-06,1.20E-04,8.43E-05
8.71E+18,2.75E-04,3.03E-06,1.15E-04,8.28E-05
8.71E+18,2.81E-04,4.53E-06,1.16E-04,8.18E-05
8.71E+18,2.81E-04,4.02E-06,1.18E-04,8.08E-05
8.71E+18,2.79E-04,4.73E-06,1.17E-04,8.66E-05
8.71E+18,2.84E-04,3.75E-06,1.19E-04,8.50E-05
8.71E+18,2.76E-04,4.28E-06,1.19E-04,8.27E-05
8.72E+18,2.78E-04,4.62E-06,1.21E-04,8.44E-05
8.72E+18,2.86E-04,5.00E-06,1.21E-04,8.32E-05
8.72E+18,2.81E-04,4.27E-06,1.24E-04,8.64E-05
8.72E+18,2.85E-04,4.29E-06,1.20E-04,8.39E-05
8.72E+18,2.89E-04,4.19E-06,1.19E-04,8.45E-05
8.73E+18,2.83E-04,4.92E-06,1.22E-04,8.46E-05
8.73E+18,2.76E-04,4.17E-06,1.18E-04,8.31E-05
8.73E+18,2.85E-04,4.75E-06,1.21E-04,8.47E-05
8.73E+18,2.81E-04,5.25E-06,1.16E-04,8.88E-05
8.73E+18,2.86E-04,3.62E-06,1.19E-04,8.26E-05
8.73E+18,2.81E-04,4.83E-06,1.20E-04,8.55E-05
8.74E+18,2.84E-04,4.25E-06,1.16E-04,8.43E-05
8.74E+18,2.81E-04,4.61E-06,1.22E-04,8.79E-05
8.74E+18,2.76E-04,4.17E-06,1.21E-04,8.02E-05
8.74E+18,2.81E-04,4.34E-06,1.18E-04,8.38E-05
8.74E+18,2.79E-04,3.62E-06,1.20E-04,8.31E-05
8.75E+18,2.75E-04,4.71E-06,1.15E-04,8.20E-05
8.75E+18,2.78E-04,3.65E-06,1.15E-04,8.37E-05
8.75E+18,2.84E-04,4.21E-06,1.17E-04,8.43E-05
8.75E+18,2.74E-04,4.42E-06,1.16E-04,8.09E-05
8.75E+18,2.77E-04,4.53E-06,1.13E-04,8.26E-05
8.75E+18,2.72E-04,4.90E-06,1.16E-04,8.39E-05
8.76E+18,2.83E-04,4.63E-06,1.14E-04,8.27E-05
8.76E+18,2.74E-04,4.66E-06,1.11E-04,8.09E-05
8.76E+18,2.73E-04,4.29E-06,1.16E-04,8.20E-05
8.76E+18,2.76E-04,4.31E-06,1.13E-04,8.39E-05
8.76E+18,2.78E-04,4.65E-06,1.20E-04,8.24E-05
8.76E+18,2.78E-04,4.81E-06,1.13E-04,8.58E-05
8.77E+18,2.77E-04,4.68E-06,1.17E-04,7.91E-05
8.77E+18,2.81E-04,4.11E-06,1.17E-04,8.06E-05
8.77E+18,2.82E-04,3.74E-06,1.13E-04,7.97E-05
8.77E+18,2.74E-04,4.75E-06,1.12E-04,8.17E-05
8.77E+18,2.76E-04,3.73E-06,1.16E-04,8.09E-05
8.78E+18,2.74E-04,3.89E-06,1.19E-04,8.09E-05
8.78E+18,2.83E-04,4.58E-06,1.18E-04,8.20E-05
8.78E+18,2.73E-04,3.83E-06,1.16E-04,8.32E-05
8.78E+18,2.67E-04,4.39E-06,1.14E-04,8.29E-05
8.78E+18,2.75E-04,4.17E-06,1.19E-04,7.88E-05
8.78E+18,2.72E-04,4.72E-06,1.11E-04,7.78E-05
8.79E+18,2.83E-04,4.79E-06,1.16E-04,8.28E-05
8.79E+18,2.77E-04,4.15E-06,1.12E-04,8.07E-05
8.79E+18,2.76E-04,4.27E-06,1.21E-04,7.76E-05
8.79E+18,2.75E-04,3.41E-06,1.15E-04,8.48E-05
8.79E+18,2.81E-04,3.68E-06,1.14E-04,8.02E-05
8.80E+18,2.78E-04,4.55E-06,1.17E-04,8.25E-05
8.80E+18,2.75E-04,3.96E-06,1.14E-04,7.97E-05
8.80E+18,2.78E-04,3.89E-06,1.16E-04,8.29E-05
8.80E+18,2.73E-04,3.66E-06,1.11E-04,8.18E-05
8.80E+18,2.80E-04,4.99E-06,1.23E-04,8.32E-05
8.80E+18,2.70E-04,4.46E-06,1.12E-04,8.10E-05
8.81E+18,2.77E-04,4.40E-06,1.15E-04,7.86E-05
8.81E+18,2.73E-04,3.97E-06,1.15E-04,8.01E-05
8.81E+18,2.79E-04,4.82E-06,1.16E-04,7.99E-05
8.81E+18,2.75E-04,4.95E-06,1.12E-04,8.20E-05
8.81E+18,2.71E-04,4.96E-06,1.17E-04,8.50E-05
8.82E+18,2.80E-04,3.86E-06,1.17E-04,8.28E-05
8.82E+18,2.71E-04,4.52E-06,1.15E-04,7.95E-05
8.82E+18,2.81E-04,4.47E-06,1.08E-04,7.95E-05
8.82E+18,2.66E-04,3.89E-06,1.11E-04,8.15E-05
8.82E+18,2.73E-04,4.28E-06,1.15E-04,8.01E-05
8.82E+18,2.70E-04,4.24E-06,1.16E-04,8.02E-05
8.83E+18,2.69E-04,4.40E-06,1.18E-04,8.15E-05
8.83E+18,2.72E-04,4.42E-06,1.12E-04,8.36E-05
8.83E+18,2.69E-04,4.58E-06,1.13E-04,7.96E-05
8.83E+18,2.70E-04,4.11E-06,1.13E-04,8.18E-05
8.83E+18,2.75E-04,4.53E-06,1.17E-04,8.07E-05
8.83E+18,2.75E-04,4.62E-06,1.19E-04,7.93E-05
8.84E+18,2.76E-04,5.00E-06,1.22E-04,8.01E-05
8.84E+18,2.72E-04,4.05E-06,1.20E-04,8.17E-05
8.84E+18,2.71E-04,3.75E-06,1.14E-04,7.66E-05
8.84E+18,2.70E-04,4.41E-06,1.18E-04,8.10E-05
8.84E+18,2.72E-04,4.27E-06,1.15E-04,8.14E-05
8.85E+18,2.70E-04,4.80E-06,1.16E-04,8.09E-05
8.85E+18,2.76E-04,4.16E-06,1.17E-04,8.23E-05
8.85E+18,2.69E-04,4.62E-06,1.18E-04,8.36E-05
8.85E+18,2.70E-04,5.46E-06,1.17E-04,8.33E-05
8.85E+18,2.73E-04,3.47E-06,1.15E-04,7.98E-05
8.85E+18,2.74E-04,4.32E-06,1.16E-04,8.12E-05
8.86E+18,2.68E-04,5.14E-06,1.19E-04,8.20E-05
8.86E+18,2.75E-04,4.57E-06,1.15E-04,8.45E-05
8.86E+18,2.72E-04,3.42E-06,1.14E-04,8.20E-05
8.86E+18,2.68E-04,4.13E-06,1.15E-04,8.26E-05
8.86E+18,2.78E-04,3.57E-06,1.15E-04,8.18E-05
8.87E+18,2.66E-04,3.49E-06,1.13E-04,8.17E-05
8.87E+18,2.68E-04,4.58E-06,1.11E-04,8.00E-05
8.87E+18,2.66E-04,3.62E-06,1.15E-04,7.81E-05
8.87E+18,2.68E-04,3.86E-06,1.12E-04,7.82E-05
8.87E+18,2.68E-04,3.79E-06,1.12E-04,7.96E-05
