X , H2, CH4, CO, CO2 
2.868000001,11245605.4783,-163906.225413,-171810.500093,-177113.575257
2.880000001,10961765.502,-153022.018108,-156993.815992,-158176.469107
2.892000001,10677924.8003,-142139.856999,-142179.835651,-139242.752056
2.904000001,10394083.3692,-131259.753673,-127368.574385,-120312.443297
2.916000001,10110241.2046,-120381.719708,-112560.04749,-101385.562007
2.928000001,9826398.3023,-109505.76667,-97754.2702493,-82462.1273417
2.940000001,9542554.65825,-98631.9061144,-82951.257932,-63542.1584399
2.952000001,9258710.26835,-87760.1495842,-68151.025791,-44625.6744214
2.964000001,8974865.12853,-76890.5086121,-53353.5890647,-25712.6943871
2.976000001,8691019.23468,-66022.9947189,-38558.9629766,-6803.237419
2.988000001,8407172.58275,-55157.6194142,-23767.1627346,12102.6774197
3.000000001,12411904.3188,-181400.88511,-190144.465171,-196083.980847
3.012000001,12356500.4862,-179958.391614,-188403.55714,-194047.8211
3.024000001,12301095.8882,-178518.057184,-186665.502014,-192015.237399
3.036000001,12245690.5259,-177079.879303,-184930.296465,-189986.225575
3.048000001,12190284.3999,-175643.85544,-183197.937151,-187960.781437
3.060000001,12134877.5113,-174209.983054,-181468.420714,-185938.900775
3.072000001,12079469.8609,-172778.259592,-179741.743781,-183920.579362
3.084000001,12024061.4497,-171348.68249,-178017.902962,-181905.812949
3.096000001,11968652.2785,-169921.249172,-176296.894855,-179894.597271
3.108000001,11913242.3483,-168495.95705,-174578.716039,-177886.928041
3.120000001,11857831.66,-167072.803525,-172863.36308,-175882.800954
3.132000001,11802420.2146,-165651.785985,-171150.832529,-173882.211686
3.144000001,11747008.0129,-164232.90181,-169441.120921,-171885.155895
3.156000001,11691595.0558,-162816.148365,-167734.224776,-169891.629217
3.168000001,11636181.3445,-161401.523005,-166030.140598,-167901.627271
3.180000001,11580766.8797,-159989.023073,-164328.864876,-165915.145658
3.192000001,8919807.15779,-75279.0235118,-52561.4148138,-25963.6922336
3.204000001,8864391.18896,-73870.7664207,-50865.7454145,-23984.2380081
3.216000001,8808974.46955,-72464.6267192,-49172.8738501,-22008.2908003
3.228000001,8753557.00052,-71060.6017049,-47482.7965495,-20035.8461342
3.240000001,8698138.78283,-69658.6886638,-45795.509927,-18066.8995149
3.252000001,8642719.81745,-68258.8848708,-44111.0103815,-16101.4464287
3.264000001,8587300.10534,-66861.1875893,-42429.294297,-14139.4823429
3.276000001,8531879.64748,-65465.5940714,-40750.3580424,-12181.0027062
3.288000001,8476458.44485,-64072.1015578,-39074.1979718,-10226.0029484
3.300000001,8421036.49843,-62680.7072778,-37400.8104243,-8274.47848057
3.312000001,8365613.8092,-61291.4084496,-35730.1917238,-6326.42469501
3.324000001,8310190.37816,-59904.2022799,-34062.3381795,-4381.83696533
3.336000001,8254766.20631,-58519.0859642,-32397.2460857,-2440.71064648
